"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NS25","NS26","NS27","NS28","NS29","NS30","NS31","NS32","NS33","NS34","NS35","NS36","NS37","NS38","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37","NNS38","NNS39","NNS40","NNS41","NNS42","NNS43","NNS44","NNS45","NNS46"
-0.4525,-0.1897,0.3148,0.2086,-1.0874,0.1476,0.7968,-2.2185,-0.4451,0.7282,-1.2043,-0.9758,1.3052,0.4518,0.3916,0.9776,-1.1044,-0.8029,-0.9894,0.8761,0.4225,1.621,-0.7687,-0.6747,0.4342,0.0747,0.7641,-0.3803,0.7866,-0.8514,-1.0093,-0.852,-1.7447,1.125,-0.2696,0.2781,-1.738,1.6753,0.9986,0.4674,0.9792,-1.047,0.258,-0.0172,-1.3723,-1.6903,-0.2339,-0.0031,-2.4287,0.3456,-0.3936,-1.3147,-0.3213,0.2891,1.1818,2.3814,0.7854,-0.7899,-0.2434,-0.6813,-0.8749,1.351,-0.5944,1.0764,-0.8274,-0.8868,1.1126,0.0739,0.3452,0.0581,0.303,-0.0434,1.6018,0.0528,0.709,-1.0202,1.0408,0.777,0.2707,-0.1492,-1.6158,0.8018,0.9801,-1.4276,-0.4653
-0.4477,-1.2222,-0.1097,-0.1201,-0.8214,-2.6373,0.075,1.0141,-0.121,0.1121,-0.3352,-1.46,-0.9189,1.2089,-0.4633,-0.2058,0.424,0.8152,0.7703,0.357,1.7541,0.5242,2.3035,1.0919,-0.8079,0.2409,-0.4505,0.8776,-0.3751,-0.2082,-0.3311,-0.6064,-0.4122,0.173,1.1555,-0.9911,-1.2875,0.3475,0.1558,-0.4013,-2.0654,0.7648,0.388,-0.236,-0.8905,-0.7198,0.3847,-1.1222,-0.213,0.8922,0.4248,-1.3196,1.3733,-0.1764,0.9832,0.3997,-1.0293,0.0778,-0.5087,0.3689,-0.4612,0.4757,1.1076,-1.8182,0.6385,0.3289,0.8901,0.3742,-0.9308,0.4161,-0.2513,-1.2333,-0.9203,-0.2397,1.2846,0.9265,-0.9337,-0.058,-0.4055,-0.7909,1.3622,-0.7162,1.8274,-0.4824,-0.1059
0.07,-1.4814,-1.5388,-2.0319,-1.1586,0.8155,-0.2724,0.5597,-0.5231,0.5446,-0.6683,-1.7919,-0.5703,0.6992,-0.4357,2.6943,-0.656,-2.007,-0.067,0.3623,0.9077,0.2237,-1.4839,-0.2755,1.068,-1.8154,0.8506,-0.1782,0.602,1.5534,1.302,-0.6972,1.6546,-0.2013,0.4002,0.2656,-1.0018,1.1984,-0.7063,-0.5465,-1.9358,0.2602,1.1277,1.8189,0.712,-0.3382,-1.3058,-0.4846,0.1303,-1.4846,0.9072,0.1276,0.3548,2.2849,-0.4807,0.385,0.5419,-0.4426,-0.425,0.1749,0.3653,0.8809,-0.6014,-0.9088,-2.8291,-0.0632,2.5506,-0.0045,-1.4321,-0.51,0.3232,0.395,0.3113,0.2219,0.7446,-1.147,-0.0414,-2.0057,0.5937,-0.0695,0.1228,-1.342,-0.3012,-0.6842,0.7715
-1.3114,-1.5213,0.057,0.9927,0.3239,0.1778,0.1919,0.6639,-1.1807,0.4662,0.8513,-1.8213,0.5114,0.8216,0.4067,-1.2395,0.0237,0.7062,-0.0638,-1.0195,0.1372,2.5677,0.8916,0.7827,-2.2754,1.8727,0.9334,0.6884,-0.9198,-0.0518,0.0314,0.9001,0.2657,-1.1644,0.6762,-0.3762,-1.1375,0.2695,-2.2363,-0.1822,0.32,1.463,-0.0899,-0.6072,-0.3153,0.9947,-0.513,2.7417,2.5883,0.8851,0.5224,0.0934,-0.8129,0.0251,-1.305,0.9802,-0.9371,-1.2069,-0.066,0.3116,-0.2912,-1.4225,1.0035,0.9884,-1.14,0.6082,-0.431,-0.1853,0.4391,-0.329,0.4613,-1.1481,0.0701,-0.9033,1.2159,-0.4038,0.5159,-0.9411,-0.0154,-1.3601,-0.7464,-1.1018,-1.1725,0.0472,1.2168
0.694,-0.8965,-1.1404,-0.9391,2.2221,1.4648,1.3455,-0.7977,-0.6488,-0.2099,-0.9008,-0.6318,0.0025,-0.6725,2.302,2.7089,-0.3479,-1.559,-1.4284,-0.3118,0.532,0.9826,-1.1215,-0.3266,-0.9636,0.7048,0.9291,-1.1172,0.9698,-1.5678,0.472,1.4774,-0.0952,0.2541,0.2863,-1.1492,-0.8105,0.0966,-1.4116,1.391,-0.4174,-0.0297,0.6779,-0.292,0.1405,-0.6992,-1.8254,-0.6916,-0.0971,-0.2293,-1.7071,-1.0713,-0.5842,1.4952,1.1316,-0.7482,-0.2485,-0.1763,0.2587,1.5073,0.4381,-2.5806,0.5638,0.7859,-1.2042,-1.1149,1.3452,-0.3672,1.6944,-0.2185,0.7436,0.13,-0.8643,0.0379,-0.3656,1.1042,-1.1614,1.174,-0.6212,1.1077,1.5947,0.5053,-0.2028,0.6444,-1.0194
0.912,1.7112,-1.2856,1.0731,1.4774,1.9739,-1.1673,-0.4815,0.5792,1.8337,-0.5946,-0.423,-0.3721,0.9639,2.0889,0.7981,-0.2568,-1.3366,-0.432,0.845,-0.447,-0.4061,0.2556,-1.5924,-0.0847,-1.4057,1.2998,-0.8442,-1.6171,-1.163,1.6472,1.599,-0.1588,-1.2536,0.824,0.8807,0.9655,1.8504,-0.7585,-1.3975,0.5152,-0.4678,-1.7659,0.0027,-0.6636,0.4793,0.6467,0.0489,1.3722,1.5733,-0.324,0.7716,0.8679,-0.3385,0.2857,-0.6005,0.3383,-1.0937,1.4942,-1.0633,0.7928,0.8598,1.0952,0.3084,-0.1386,-1.7901,0.6271,0.1392,0.6859,2.0123,0.5776,0.7797,0.3095,-1.1236,0.0941,-1.6003,0.634,-0.6745,0.2072,1.2077,1.3967,-1.5037,-0.2971,-0.0357,-0.0037
0.4217,-0.6858,-0.1536,0.0034,-0.334,1.8417,1.5911,2.0944,0.7431,0.1029,-0.2471,-0.5422,1.6258,-0.2218,-0.2762,1.8199,-1.1494,-0.3147,-0.8833,-1.0064,-0.4774,-0.2646,-0.9184,2.3703,-0.348,-1.8618,-0.5798,2.2922,0.6534,0.0114,1.5973,0.6268,-0.5876,-0.3744,0.3387,1.1618,0.4366,-1.1504,0.6671,-0.1199,-0.1622,-0.3169,0.4568,-1.8152,0.6046,0.1284,1.5893,0.9381,0.0489,-1.9074,0.3951,0.422,-0.8437,-2.0505,0.5645,0.8696,-0.8665,-0.1983,-0.4192,-0.3938,0.6538,1.4545,-1.7353,-1.3037,0.1068,-0.5224,-0.4305,2.6353,1.1199,0.9547,-0.1895,0.2144,1.5301,-1.6521,0.9546,0.175,-0.7556,1.4227,-0.6807,-0.5649,-0.4763,0.6182,0.3997,2.7012,-1.3744
0.079,-0.0206,-0.3254,0.3973,0.6463,0.7003,-0.2629,-0.1021,-0.5729,-0.2528,-0.2586,0.0808,0.4947,-0.4654,-0.6286,-0.422,1.5554,-0.0568,0.085,1.1473,0.0975,-2.6346,1.307,-0.554,0.3064,1.671,1.2628,-0.935,-0.7808,-0.128,-0.0431,0.3366,-0.2387,-0.4343,-0.7743,-3.2001,0.0785,1.0575,-0.5048,-0.7826,-0.3576,-1.5045,-0.4148,-0.4585,2.0511,1.0175,1.537,0.3562,0.1659,-0.8991,-0.3443,0.2114,0.7131,0.7298,-0.5841,1.5633,0.9301,-1.0506,0.2405,0.8173,0.4197,-0.1795,1.0176,1.2322,1.5478,1.7463,-0.9961,1.3208,-0.3569,0.8731,-0.319,0.0591,-0.306,0.1111,-2.3141,-1.7153,-0.3179,0.6617,-0.1008,0.65,0.2013,0.1503,0.1779,-0.681,1.1041
-0.1441,-0.2078,1.0808,-0.5153,1.1348,0.3944,-0.344,-0.3533,0.7478,0.7217,-0.0196,-0.5025,0.95,1.6614,1.2158,-2.7855,0.9301,0.061,0.8339,-1.0868,0.6068,-1.4606,0.4756,-0.7922,-0.8206,-1.2739,1.4495,0.4608,0.2181,-0.3584,-0.739,-0.175,-0.1489,0.3805,0.985,-1.617,-0.7757,-0.7348,-0.3081,-1.0075,0.7004,-1.3269,2.0195,-0.2711,1.1912,0.0987,-0.4551,-0.003,-0.206,-1.7563,0.7364,-1.1345,1.0667,-2.6109,0.3071,0.2373,-1.3179,1.8281,-0.0378,0.577,-0.5383,2.0481,-1.7754,0.9148,-0.8911,-0.9859,1.4162,0.4026,0.2971,1.3085,-1.4667,-0.7412,-0.2672,0.8112,0.5835,1.0884,0.6337,2.1416,-0.555,0.413,-0.9081,0.1918,0.136,0.0267,-1.2046
-0.6827,1.0715,-0.5916,0.6161,0.0345,-0.3459,-0.3422,-0.5681,2.349,-0.6099,-0.3361,0.3019,0.4664,1.3808,3.2052,-1.7131,-1.5528,-0.2724,2.5677,0.1525,0.1027,-2.2812,-0.8522,1.6631,-0.5113,-0.0243,0.5319,0.5982,-0.7933,-1.149,-0.5091,0.8377,-1.2288,-1.7177,-0.1209,1.0518,0.3759,-0.7513,-0.2317,-0.9915,-0.1351,-0.0446,-0.5889,-0.1613,0.539,-1.6393,-0.7412,1.2425,1.1577,1.6327,0.1378,-0.9767,-0.4691,0.2179,1.5795,-0.4092,-0.4372,-1.0657,-0.7465,-1.1897,-1.1363,0.0735,-0.0996,-0.4706,0.2342,-0.6955,-1.0013,0.8284,-1.7296,-0.7013,0.7488,0.4733,-2.1197,0.6679,0.4654,1.0765,-0.8433,0.7135,-1e-04,-1.4681,-0.5668,-0.7488,0.8231,-0.8265,-0.2866
0.3328,0.5456,0.2536,-0.0624,-2.1501,0.6304,1.8119,1.086,0.0114,2.0655,1.2792,-0.6317,-0.5513,0.9864,-1.0956,0.4805,0.5534,-0.892,0.8071,-0.7716,0.2289,-1.2378,0.9816,0.645,-0.0841,-0.6011,1.4557,0.5437,-0.2335,0.1895,0.3311,-0.3189,2.2517,-0.0556,1.7037,-0.6953,-2.3203,0.2,-0.3348,-0.7955,0.1518,-0.9426,0.7625,-0.9509,-0.6585,-1.478,1.9051,1.2862,0.9912,0.458,0.6163,-0.6243,-0.2769,0.0152,-0.0142,0.6385,0.7007,-1.3505,0.5799,-1.4008,0.2101,-0.7077,0.7178,-0.8185,1.29,0.8218,1.2212,0.4231,0.408,-0.1244,-0.4031,1.0355,-0.4445,-0.2511,-1.68,-2.1867,0.5169,-0.1541,-1.3555,-1.1208,-0.4639,-0.5386,0.4748,0.3912,-0.1135
2.0967,1.8448,0.2938,1.1954,-0.7216,-0.5631,-0.8918,1.1071,1.5716,0.2563,0.9564,1.3196,2.1635,-0.1812,-0.3178,-0.4579,-0.8651,-0.5085,2.3273,0.8238,0.4954,1.1179,-0.6465,-0.3218,0.9208,0.9073,0.8768,-0.1285,-1.6857,0.4172,0.4794,-0.5181,2.5656,0.3808,-1.3737,-1.1234,-0.4985,0.6962,1.7045,0.0789,-0.2035,-0.2897,-2.4338,-0.1571,0.4389,-0.0023,-1.8874,1.4292,-0.2826,0.316,1.1014,-0.3921,0.1627,0.2079,-0.5807,1.6096,-1.7598,-1.6109,-2.0308,0.4024,-1.4152,-0.2431,0.8926,0.1752,-0.658,-1.8379,-1.0064,-0.1857,2.4307,-0.2116,-0.8412,-1.3336,1.1043,-0.5378,0.8463,0.5939,0.2478,-1.0563,0.9351,-1.3137,1.2257,0.4234,0.2608,-0.6662,-0.5167
-0.1863,-1.9195,0.5738,-0.9403,1.3628,-1.0497,-0.3597,1.146,-1.4165,-0.4317,2.0549,-0.0974,-0.4829,-1.3431,0.1546,0.5824,0.457,-0.5272,0.2258,-0.7445,-0.0349,-1.0085,-1.4993,0.3614,0.3256,-0.8542,-0.9734,-0.3898,0.9408,-0.7784,0.9124,0.5134,-1.0132,-0.1896,-0.5856,0.4044,1.1722,-1.0874,0.772,3.1613,0.766,-0.5068,0.835,-1.3333,-0.9381,1.0168,1.8505,2.1169,-0.058,-0.376,0.7542,0.9816,1.8104,-1.3068,2.0807,0.0381,1.6646,-0.3733,1.5307,-2.1215,0.7465,-0.1452,0.7385,0.007,0.2857,-0.3909,-0.6456,0.4155,0.2225,0.675,0.7176,0.4589,0.3991,0.7704,0.6071,-0.524,1.5489,-1.2041,1.2918,-0.5066,-1.0046,-0.845,-0.0675,0.633,-0.8909
0.7929,0.1757,0.7353,0.7683,-0.92,-1.2907,-2.2837,-0.6634,1.1101,-0.3895,-0.3339,-0.3286,-0.1648,1.0972,2.1372,-0.7105,2.1082,-0.5037,-0.3147,0.7243,0.3141,-1.376,-0.0962,-0.5956,0.6526,-0.1273,0.1819,-0.5822,-1.2783,-0.5139,3.9059,1.1854,-0.785,0.8295,1.008,0.1072,0.314,-0.7406,-1.2314,0.3254,-1.9992,0.6758,-0.5775,-1.1169,-0.5697,-0.6435,1.8976,-0.6633,0.0459,0.3532,0.3744,0.5044,-0.3498,-0.5642,-1.2623,-1.1783,-0.264,-1.1736,0.8505,-0.3185,1.3488,0.136,-0.0729,-0.0451,-0.6706,0.7536,0.8463,0.656,0.0304,-1.5141,-0.456,0.7534,-1.3799,0.3751,1.955,0.3805,0.3479,-0.6998,-2.8361,-0.2508,-1.2128,0.9168,-0.6159,1.4083,-1.26
0.9157,-1.0599,0.7946,0.0299,-1.1491,0.1884,-0.3576,-0.0525,0.1464,0.6416,-0.2843,0.3599,0.867,-1.8433,0.9204,-1.4973,-0.8466,-1.3024,-0.5643,1.3095,-0.9613,-1.1152,0.6392,0.3468,-0.6059,-1.0666,-1.5122,0.4201,2.0549,1.5072,0.8263,1.0457,0.0773,0.805,-0.0853,-0.3625,0.2869,1.271,-0.3188,0.5264,-1.7211,-0.7695,-0.9285,-0.2733,-0.724,-0.6248,0.785,3.5351,0.3943,-0.1752,-1.5456,0.247,0.2046,-0.0076,1.8859,0.4468,-0.2812,1.3497,-0.1924,-0.1105,-0.3565,-0.8352,0.5852,0.0982,1.2908,-0.8829,0.2384,-1.1818,0.232,-0.1349,0.6258,-0.6552,-1.1759,-0.2028,0.7159,-0.0628,1.2063,-0.865,0.4023,-0.4185,-0.7425,-0.7418,-0.6888,-0.7484,1.1961
0.8455,-0.5923,1.3536,-0.1822,1.2344,-0.0977,-1.1969,0.6511,1.3125,-0.2766,0.5088,1.2722,0.2537,-0.5132,2.0175,-0.3403,0.6085,-0.1793,-0.0012,-0.1786,-1.6929,-1.7101,1.3824,-1.1203,1.61,-1.3585,-1.5898,0.2452,-0.554,-0.8369,1.8483,-2.2594,0.7436,-0.0976,-0.2174,-1.3401,1.3834,0.0384,0.4792,0.6838,-0.7595,-0.1054,-0.2497,-0.7077,-0.6859,1.231,-0.7197,-1.1288,0.6777,0.3313,0.753,-0.558,-1.3891,1.3332,0.1627,1.0789,2.1859,-1.227,-1.1146,-1.3926,0.1659,-0.056,-0.3648,1.2152,0.608,0.2832,-0.9905,-0.2951,-2.0302,0.0871,-0.2737,0.7413,-1.0135,-0.7481,-0.6265,-1.2386,-2.1932,-1.5767,1.204,1.1503,0.2518,1.8881,0.5249,-0.1644,1.3657
-0.2453,-0.1271,-0.8012,0.1016,1.7787,-0.5338,1.5299,-0.8032,-0.3793,-0.1035,-0.6137,0.2807,-0.7514,0.1023,-0.276,2.205,-0.5623,-0.6508,0.19,-0.3917,-1.4738,0.6777,-0.4348,0.5245,1.2152,-0.3209,1.3594,-1.1551,1.5418,-0.0634,-0.2915,-0.3815,-0.598,0.1554,-1.2664,0.6566,-1.9821,0.3379,1.8932,0.1251,-0.5676,0.6986,1.4799,1.1911,-0.7334,-0.0123,-0.6209,-1.5875,-0.5559,0.1762,0.6825,0.2467,-0.0017,-0.1733,2.4571,-0.2824,1.1097,-0.1676,-2.6747,-0.6248,2.239,-0.3046,-1.1501,-0.5207,-0.6588,0.7662,1.602,-0.5222,0.2578,-1.0302,-0.7369,0.0735,0.028,-0.3532,0.184,-0.01,-0.829,0.4584,-1.4446,-0.5905,-1.0733,0.2843,0.1355,-0.9236,-0.3463
0.0777,-0.5302,0.2103,0.1205,0.1994,0.3729,0.6874,-0.0988,-0.3785,-1.8637,0.0806,-0.9481,1.5005,1.8598,-0.5508,-0.2388,-0.3034,0.1027,0.2835,0.0148,0.605,0.4772,-0.6101,-0.6185,-0.422,1.3637,-1.113,1.7245,1.3917,-0.8261,-0.2333,0.4125,-1.2731,0.6026,0.548,-0.8513,-0.9247,-1.1529,-0.4857,-1.3058,-1.8371,0.1102,0.2748,-1.0952,-0.7626,0.337,-1.6698,-0.4266,-0.8954,0.1392,-0.0466,0.0608,0.1344,0.7226,0.0141,-0.3171,-0.7388,0.1264,0.9401,-1.2141,-0.0915,0.9838,-0.2638,-0.5286,0.2014,-0.1883,-0.8447,-0.6122,2.2221,0.5395,-1.1962,0.7223,0.3388,-0.0402,0.7765,-0.0418,-0.5097,-1.0062,0.6216,1.5565,0.1584,0.2131,-1.4336,-1.4313,1.4843
-1.7895,-1.0343,0.1086,0.3208,0.0465,0.0921,-0.955,0.4248,-1.0501,-1.7625,-0.4896,-0.5688,0.0062,0.3886,-0.1832,0.3069,-0.5106,-1.0265,-0.7882,-0.193,0.4701,-0.6921,0.2597,0.045,0.4432,0.7542,1.2106,0.6561,-1.0656,1.2827,-0.7677,0.7483,1.4716,0.1013,0.3469,-2.5141,-0.5304,0.4341,1.832,0.4097,0.3819,0.2853,-0.9769,1.0623,0.3762,-0.5202,1.3771,1.0368,-1.3929,-0.4974,0.247,1.7385,-0.9323,1.0113,0.468,2.276,0.6594,-0.175,0.6952,-0.098,-0.5494,-0.6922,0.0758,-1.0367,0.5944,0.7761,0.8314,-0.0838,-0.1608,-1.3685,2.5285,-2.0165,0.8404,-0.7157,-0.426,0.5404,0.3569,-0.755,1.2738,-0.6699,2.0317,0.3278,1.0326,-1.0251,0.1653
-0.0186,0.9821,-1.6748,-0.0307,-2.3833,1.1134,0.1444,1.6996,0.8528,-0.6335,0.0606,0.2255,0.2312,1.0386,-1.4859,-0.1181,0.3992,0.8705,0.5173,0.3748,1.1727,2.421,-1.6167,0.8948,1.8058,0.2531,-0.689,0.5973,-0.1287,-1.2423,0.079,0.372,1.764,0.7503,0.1687,-0.5756,-0.7785,0.9725,-1.2758,0.3669,-0.6903,-1.0541,-0.8277,-0.3131,-0.4535,-0.748,1.1097,1.3255,1.1688,1.6962,-1.3067,-0.8396,0.8094,1.74,-0.4036,-0.34,-0.1297,-0.3939,0.5924,1.482,-0.3861,-0.1623,-1.8103,-0.924,-0.2513,-1.539,0.4871,-1.3435,-0.5751,-2.151,1.2437,0.5769,-1.7747,-0.7493,1.2911,-2.2341,0.1743,1.6552,0.8348,-0.2398,0.4079,0.064,-1.2517,0.7409,-0.2968
-0.4637,-0.748,0.7144,0.5669,1.3521,-0.2412,1.7131,-2.2448,-1.3669,-0.2747,1.0293,-0.2388,-0.686,0.3221,-0.7425,0.3415,0.4734,-0.735,0.349,-0.9625,-1.5849,-0.4367,0.3156,-0.2622,1.4506,1.0124,0.3629,0.6955,0.1798,1.1132,-1.2394,-0.5584,-0.4044,1.6452,1.3313,-0.8247,-0.4618,-0.033,-0.1817,0.5265,0.9209,1.7742,1.2296,-1.9799,0.5593,-0.2543,-1.0238,-0.3142,0.6018,-0.445,-0.6633,1.713,-0.6022,-0.6972,1.4714,-0.4509,-1.424,1.0812,0.2797,-0.7701,0.8253,-1.0352,0.1186,-1.0913,-0.5092,0.0795,0.8041,1.3983,-2.1905,-1.3744,0.3695,1.4553,-1.6309,-0.0124,-1.088,-1.4694,-0.3109,-0.8503,1.6311,1.0049,0.3959,0.8044,-0.6416,0.9644,1.8761
-0.8887,-0.7721,-0.296,-2.812,0.6173,-0.1341,-0.9164,-1.3273,-1.5824,-0.8751,1.9557,-1.5567,0.789,-0.6947,-1.7548,-1.6677,0.5603,-0.3458,-0.0548,0.8073,0.7975,0.5589,-0.4447,-0.2661,0.7047,0.0222,-0.5586,0.3853,-0.7197,0.8424,0.1478,0.9774,-1.0614,0.1743,-0.3565,0.2335,1.3371,-1.0555,0.7401,-0.2473,1.2668,-1.6727,0.8321,-0.9852,-0.2253,0.6145,0.5057,-1.0317,-0.992,0.0964,-1.165,0.0882,-0.4723,-1.214,0.0016,-1.4863,-1.3814,-1.0338,-0.8625,-0.1986,1.3069,-1.5296,-1.6752,0.6845,-0.2208,-0.9255,-0.1189,-0.1481,0.8209,1.279,-0.3524,-0.6407,-0.6768,-0.0326,0.5072,0.4345,0.9349,-2.0419,2.0557,0.7047,1.1784,0.6647,-0.9118,2.4344,2.2516
-1.1536,-0.305,-0.1519,-0.0238,0.7827,-0.7861,1.4576,-0.2145,-0.4932,0.208,1.3484,-0.5948,-0.7411,-2.0679,0.0199,-2.1657,-0.7516,0.6342,1.0983,-1.2178,0.5612,0.024,-0.5568,-2.6757,0.4154,-0.1504,-0.0836,0.2453,-0.7058,-0.4298,0.7321,0.8307,-0.1435,-0.0377,0.2692,0.7067,-0.4313,-1.2103,-0.1684,1.2928,0.032,0.0635,0.4044,-0.5397,0.6118,0.0308,-0.6954,0.7186,2.0172,-0.323,-1.045,-0.8868,1.1233,1.0863,-0.03,-0.6022,-1.1272,0.8215,0.0032,1.0588,0.4832,-0.2569,-0.4012,0.0416,0.1045,1.4469,-1.0156,0.5387,-1.5155,-0.1435,0.1011,-0.4788,-0.4887,-0.8451,0.1347,-1.0453,-2.8775,-0.5104,-0.8839,0.0579,-2.0433,0.4829,1.5619,-1.1899,1.173
1.0525,0.2244,-1.3138,1.5507,0.2897,-0.6035,2.1109,0.6298,0.0726,-0.787,-0.7503,0.657,-1.942,0.5123,0.3768,0.133,0.0568,0.5007,1.0979,0.3785,2.1056,-0.6239,1.313,0.1475,-0.8513,0.2264,-0.7171,-1.594,-0.9928,1.0324,0.2489,-1.7467,0.6875,0.6905,0.0818,-0.0169,-0.0534,1.0571,-0.6439,1.1695,-0.2839,1.6081,-0.9021,-1.1202,-1.6049,0.8327,1.7713,-1.0217,-2.5807,2.6375,-0.3396,-0.0842,0.919,-0.7881,-0.0842,-0.7514,-0.7512,0.4537,0.8033,-0.0375,0.2506,-1.0999,0.036,1.2784,2.215,0.299,-1.8878,-0.0396,-0.441,-2.3099,1.2019,0.1055,-1.1472,0.6294,-1.2938,0.4627,0.1988,-1.0294,1.0903,-1.4921,-0.4038,-1.5092,-3.207,0.0873,1.0021
-1.2451,0.1942,0.3235,0.4391,-0.7297,0.405,0.318,-0.5961,0.9196,0.0954,-1.9572,-2.2278,0.6858,1.7547,0.3208,0.7043,1.2148,-0.4996,-0.9684,-1.0866,-0.6538,-0.3044,-0.8495,-1.0138,1.1026,-1.4452,-0.4362,1.2937,-0.0567,-0.7337,-0.6547,-1.3349,-1.7921,1.1377,0.566,-0.3494,-0.3061,-0.3349,-0.0734,-2.6136,0.3741,0.372,1.0785,1.6382,1.1584,-0.174,0.2714,1.0014,0.2402,0.8824,0.1524,-0.2749,-0.4935,-0.3139,1.6341,0.8694,1.9752,1.7715,0.2694,-0.5191,-0.6234,1.3259,0.5884,0.2572,-1.6584,-0.5708,-1.0029,-0.5982,-0.4419,1.0264,0.025,-0.1805,0.1418,0.7403,0.2465,0.4595,0.2084,-1.4809,-0.7597,-0.3293,-0.3872,-0.3118,0.0212,-2.9436,-0.6298
-0.5817,-0.0311,0.9733,-1.301,1.2181,-0.0574,0.5337,-1.7171,1.5847,1.1433,-1.6093,1.2451,-0.4386,1.1216,0.7269,0.362,-0.4021,-0.4377,-0.8025,-0.6059,-2.1617,0.9197,0.2145,-1.6762,-0.2121,-0.3474,0.8027,-0.2899,-2.293,-1.5523,-0.0036,-1.2963,-0.4132,-1.0958,-1.5518,0.5472,-0.6584,-1.5853,0.9143,0.05,-0.0244,-0.591,1.4249,0.6642,0.2389,0.3136,-0.2442,-0.075,0.622,0.4156,-0.3514,-0.44,1.563,0.1095,0.9169,0.5365,-0.7457,0.6123,1.6991,-0.9211,-1.4716,1.3125,-0.697,-1.8943,0.2459,0.5235,1.6592,-1.1838,0.8565,-0.0031,0.5958,-2.521,-1.9542,0.0432,2.4838,0.4307,2.1368,0.297,-0.8694,0.4353,0.2868,1.0117,0.4734,-0.1525,0.058
