"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NS25","NS26","NS27","NS28","NS29","NS30","NS31","NS32","NS33","NS34","NS35","NS36","NS37","NS38","NS39","NS40","NS41","NS42","NS43","NS44","NS45","NS46","NS47","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37","NNS38","NNS39","NNS40","NNS41","NNS42","NNS43","NNS44","NNS45","NNS46","NNS47"
1.5885,-0.4358,-0.0794,0.0829,-0.4702,-0.9426,0.8984,-0.1616,2.0016,3.6915,-0.4283,-1.8863,1.285,-0.645,-0.831,1.1897,-0.5868,0.8871,0.5333,0.5644,0.943,1.3204,0.5471,2.1219,-1.0127,0.7307,-0.2201,-0.314,-0.7286,-0.7234,0.9747,1.4188,-1.9934,0.7942,-0.1759,-0.881,-1.0857,-1.4976,-0.0097,0.5837,-0.8749,1.7078,-0.5193,0.7747,0.5955,0.6541,0.6778,-0.1679,0.372,-0.5282,0.847,-0.6831,-0.592,0.2051,0.5109,0.1248,0.1773,-0.5935,-0.6333,0.9056,0.0088,-0.6628,0.4929,-0.2953,-0.0181,-0.8406,0.7604,0.0972,0.9675,-1.616,0.1185,-1.224,0.0752,0.4585,-0.2761,1.5612,1.7992,0.4026,1.8042,0.165,0.5145,0.8715,1.6817,-0.3476,-1.0175,-0.2044,-0.6257,1.408,-0.114,0.0888,-0.6978,0.1801,-0.288,-1.4051,-1.1459
-1.6837,1.1865,-1.2222,1.5807,-0.7095,-1.0546,1.2269,-6e-04,0.5263,-0.5226,1.3769,0.0198,0.745,1.2364,-0.7063,2.0049,0.1317,-0.5159,-1.2013,0.4941,0.087,2.3028,1.7435,0.5881,0.4244,-0.0109,-1.2025,-0.2216,0.0597,2.2509,0.5492,0.27,1.0009,-0.0745,0.5648,1.8224,-1.5087,0.2767,-0.4027,0.3361,-0.6674,-0.8924,0.5929,-0.2375,-0.5047,-0.7594,0.2928,-0.5716,1.0013,-0.1251,-1.5874,-2.0322,-0.7627,0.8702,-1.3927,0.8219,0.0528,0.4908,0.9609,-0.9187,0.4656,1.4017,-0.3022,-0.7554,2.1517,-0.8082,0.2486,0.7362,0.3686,0.5035,1.5043,1.7522,-0.7048,0.6553,-1.3899,0.16,0.097,-1.1124,0.3291,0.2158,-0.7447,-1.321,0.1345,-1.18,-0.2378,0.7053,-0.8858,-0.4113,0.3497,0.9611,1.1331,-0.9693,1.2262,0.1944,1.3004
0.9935,1.7613,0.4318,0.1531,-0.2392,-0.3102,-0.0562,-0.4964,0.0307,-0.3663,0.625,-1.7906,-0.1476,-1.3266,-0.7798,0.3207,0.2196,-0.4029,1.034,-1.8833,0.661,0.73,1.4621,-1.5616,-2.4264,-0.1996,0.4718,-1.3009,-0.0194,-0.2797,-0.3817,-0.1846,0.8604,1.6895,-0.1929,0.1895,-0.5572,-0.2107,0.3237,-0.6081,0.8596,-0.762,1.1501,0.222,-1.5848,0.2615,1.0471,-0.5673,1.1445,0.2303,0.868,-0.3509,0.4965,-0.1015,-1.0158,0.9048,-0.5756,-0.8202,0.3,0.6192,-0.2431,0.2412,-1.9509,1.8333,-2.1703,0.0085,-0.9182,-0.8154,-0.1677,0.6519,1.4825,0.4567,-0.1685,-0.4776,-0.3095,0.9328,-0.6774,0.6618,0.2554,-1.3108,-0.4561,-0.6768,-0.6221,1.2324,-0.8095,0.3533,0.8429,0.8511,0.2746,1.4763,0.1138,0.7167,1.3972,-1.3509,1.1977
1.7622,0.9411,0.5929,-0.4754,0.881,0.1519,-0.9468,-1.4207,0.313,0.1211,-0.3966,-0.0027,-1.5771,0.1372,-0.8379,-0.258,-0.8611,1.139,-0.2599,2.3105,0.3212,0.6645,0.5786,-0.9443,-2.2048,-0.8087,0.1643,-1.0731,-0.0853,-0.8894,1.4293,-0.6021,2.4909,1.3689,1.0229,-0.8707,0.9085,1.3566,-0.336,0.0478,0.1199,-0.6331,0.7617,0.2611,-0.7535,0.6198,-0.8016,-0.002,-0.8466,-1.2037,-2.3946,1.0737,0.5836,0.3372,0.624,-1.1916,0.8579,-0.3629,-1.1038,-1.3169,0.5458,-1.8763,-0.4395,2.6072,-0.6787,1.0443,0.5802,-1.1051,1.2596,0.0545,2.0471,0.6107,0.6375,1.0999,-0.7155,-1.8151,-0.546,-0.1315,-0.0311,0.2122,0.7235,-0.919,1.0243,-0.4783,-1.6569,0.1229,0.0233,0.9404,-0.3878,-0.3821,0.2637,0.7069,0.7901,1.1043,0.3239
-0.0847,-0.3633,1.0808,1.2043,0.4442,-0.4273,-1.3268,-2.5525,1.1568,0.4183,0.0216,0.7467,-1.1409,-0.2368,1.1904,1.4789,-0.5899,0.643,0.926,1.3465,-0.9308,-0.3886,0.2581,-0.4307,0.0669,-0.0035,-0.6884,-1.5923,-0.6695,0.8602,-1.3209,1.5359,0.7191,-0.7196,1.5677,-0.4318,-0.0392,-1.0538,-0.8803,-1.9287,-0.3443,1.2667,-0.4537,0.4689,0.4533,-0.1574,-1.0274,2.047,1.1375,-0.5916,2.1949,1.1926,0.0042,-0.7019,-0.1999,2.364,-0.816,0.6989,-1.0865,-1.4383,1.1167,-1.2887,0.3255,-0.0213,-0.2009,-0.4983,-0.917,-0.9052,-0.9078,-1.5643,-1.2704,-0.6168,0.0435,-0.8555,1.1692,-2.9201,0.1527,1.1664,-1.1292,0.7367,-0.4614,-1.0247,1.9552,-1.3704,-0.5836,-0.2537,0.7584,2.1447,-1.4006,-1.1304,-1.3404,0.4828,0.2921,-0.0175,1.2143
-0.7912,-1.1679,-1.4838,0.0037,2.1279,-1.1113,0.7148,0.2515,-0.2725,-1.4014,1.076,0.4641,0.8787,-0.1898,0.5628,0.5925,-0.9841,-1.7015,0.1123,0.5808,0.4511,0.2821,-1.2226,0.7553,1.2359,-0.8279,0.8887,1.4356,-1.8051,-0.3939,0.9501,-0.3181,-0.9058,-0.5154,0.3913,-0.0629,1.8194,-0.1741,0.505,0.0079,-0.923,-1.4707,0.4722,1.0366,1.4501,0.5527,-0.2803,2.4188,-0.467,0.6352,-0.7289,1.5922,0.5591,-0.0095,-0.1995,1.2016,-0.3431,-0.119,-0.8901,-1.7964,0.3069,-1.9906,-1.4063,0.7034,0.008,-0.5495,0.0719,-1.0533,-0.1029,-0.599,-0.5449,0.2596,1.0428,-2.4607,-0.5121,2.9569,1.0595,1.0121,0.0399,-1.3929,-0.9988,-1.8423,-1.845,0.2123,-0.1528,0.0388,0.9825,0.5703,-0.0044,-0.7966,-0.5774,-0.4495,0.3253,0.4798,0.637
-0.2492,0.0161,0.6665,-0.0985,-0.6659,-0.3223,0.0152,0.6656,-1.1838,0.2374,0.675,-0.7148,-0.4958,-1.3953,0.7036,0.7994,0.8004,2.3424,-1.0206,-0.2431,0.3945,-1.4771,0.5238,1.7803,-0.6877,-0.3564,-0.5047,0.4547,1.6607,2.2263,-0.4492,0.3257,-0.2514,-0.3598,-0.7736,0.9546,-2.662,-1.0519,-0.5118,-0.8676,0.5798,0.3456,0.6909,1.0975,-0.3461,-0.6492,0.8317,0.3472,-0.0662,0.0383,-0.7951,1.4628,-0.4019,0.5381,0.4492,-1.0496,0.1117,-0.9431,-1.4909,1.3745,-0.0736,0.8592,0.3446,-0.5551,-0.1438,0.6785,0.2028,-2.0928,0.2009,-0.2697,-2.407,1.127,-1.6226,1.6559,-0.3607,-0.0779,0.1184,-0.7519,0.9179,-0.3002,-0.4294,-1.2955,-1.0759,-0.4145,-0.0555,-0.6376,0.3506,0.1576,-0.8377,0.292,0.2128,-0.8277,2.6839,-0.1813,0.5699
1.1877,-0.3041,-0.7618,-0.1806,0.3627,0.5693,-0.6636,-3.0025,-0.575,-0.7132,1.7894,-1.4819,0.1,-1.1532,-0.9604,1.3276,1.7456,-0.3551,-1.2417,-0.9865,1.9243,-1.6437,0.7326,0.3019,0.2587,0.5205,-0.1206,-0.2044,1.3306,-0.8164,0.936,-0.5024,0.9534,1.0677,0.4012,-0.288,-1.2871,1.5228,-0.8876,0.1429,-1.2297,1.5728,0.0744,-1.0346,-1.1444,-0.3213,-1.2282,-1.0958,-0.2022,-0.4431,0.0063,-2.5914,-0.7277,1.9258,0.0092,1.9172,0.3429,-1.1107,0.1289,0.2241,0.6904,0.61,-0.594,0.2569,-1.311,2.0461,0.3457,-0.2593,1.7793,-0.2078,-0.168,-0.3042,1.1882,0.4972,0.6464,1.2768,1.3515,-0.8564,1.0788,-0.2232,0.5324,0.2084,0.1581,-0.4664,2.1231,-0.7994,-0.6135,0.2133,-0.6847,0.0462,0.6278,-1.7518,-0.5241,-0.1271,-0.4274
-1.2161,0.266,0.947,1.2026,0.9267,0.6062,0.3804,-1.1436,1.8418,0.6085,0.6549,-0.5256,0.2786,-1.0051,0.1967,-0.707,0.2902,-0.5875,1.4094,-1.1187,0.1815,0.2686,0.4352,0.0823,0.9515,-0.9408,-0.6778,-1.0457,0.4356,-2.0667,-1.1299,1.126,0.3706,-0.3154,1.0897,0.3418,-1.931,1.6437,0.2575,0.1771,0.1506,-0.2534,-0.746,0.3132,1.4376,-0.6801,0.1644,-0.6442,2.4596,-0.1962,-0.14,-0.4873,-1.4004,0.115,0.5301,0.4767,-0.8293,0.6005,-1.5296,-0.1186,0.2441,0.1861,0.0876,-0.0992,0.3338,-0.3023,0.2079,-0.5566,-0.838,0.8627,1.5217,-0.6559,2.2365,-1.117,-1.4769,-2.0904,-0.3221,0.06,-0.5059,-2.1363,0.8151,1.465,-0.1366,-1.0166,-0.1902,-1.8502,1.6355,0.4545,1.2086,-0.2186,0.4336,1.6608,0.824,-0.3583,-0.8634
1.2608,-0.1468,2.1647,1.2393,0.5866,1.3946,2.2517,-1.9415,0.5295,0.6494,-0.9226,-0.0479,-1.063,-0.7044,-0.6836,1.4302,-0.3029,-0.1062,1.171,1.2272,-0.1513,1.6098,1.6546,1.0891,0.9477,-0.1424,1.1541,0.8727,-1.5275,0.8143,0.7118,2.0066,1.6519,0.3038,-0.249,-1.3828,-3.0929,1.2926,-0.6465,0.5916,-0.6374,-0.2691,-0.0479,-1.7154,-0.567,0.2419,0.9437,-0.8856,-1.0908,0.4711,2.2079,0.9693,-0.4948,1.1771,-0.5565,-1.582,-2.4985,1.2864,0.789,-1.0593,-1.0055,0.553,-0.385,-0.7514,0.1901,0.8035,0.5555,0.4095,0.6614,2.2011,-0.9565,-1.2254,-0.5404,-0.6773,-0.4196,0.1293,-0.1792,1.8083,0.436,0.1617,0.3153,-0.4952,0.5238,2.7828,1.1679,1.6455,0.6473,-1.1183,0.9404,-0.7027,-0.404,-0.8718,0.8703,0.2544,0.4173
-0.1056,-1.0181,0.3545,0.5018,-1.1684,1.4915,1.1886,-0.1106,1.4216,-0.8293,0.3309,-0.666,1.6207,-0.3336,0.3583,-1.5239,2.0312,-0.2643,-0.6158,-2.7023,0.4944,0.8372,-1.0071,1.6603,-0.4614,1.1975,-0.3046,-0.0418,-1.2889,0.9877,-1.2044,1.3892,0.0171,1.3385,0.9403,-1.3884,0.9404,-1.1438,-2.05,-1.375,-0.3791,0.0745,0.6809,-1.0189,0.274,-1.8804,-1.727,-0.6023,0.5048,-0.6012,0.4469,0.993,-1.4672,-1.201,1.0042,1.5088,-0.911,-0.8267,-0.4703,-0.1835,0.8811,-0.7841,0.963,0.1131,-1.3966,-1.2152,-0.3864,-0.0111,0.3598,0.4964,-0.9677,0.4827,-2.9989,1.0267,-1.0508,0.1987,0.6949,0.2169,1.0422,1.741,-0.1408,-1.7448,0.4993,0.1561,1.1738,0.4741,-0.9827,0.833,-1.4012,0.1396,0.5945,0.6986,0.0784,-0.4679,0.0967
0.1657,-1.5809,1.3826,2.2941,0.5916,1.0359,-0.2981,-0.6833,-0.6986,-1.3735,0.0121,-2.3194,1.499,-0.2627,-1.0951,0.1393,0.3866,-0.3555,0.0552,-0.4457,-0.6793,0.4297,-0.1613,-1.3991,0.2791,-0.6647,0.1126,-0.4409,-0.2086,0.1873,0.9368,-0.0677,-0.6217,-1.0455,-0.8704,0.5258,-0.9201,1.4542,0.0774,-1.0315,0.5117,0.3678,0.4552,-0.1423,0.4196,1.1701,-0.1776,1.9299,1.4894,-0.7028,-0.8863,-2.6252,0.3199,-1.8765,1.1739,0.7893,-0.9523,0.717,0.367,0.4481,-2.1309,-0.1518,-0.3485,-3.1343,1.7456,-0.5136,0.0566,-0.7909,0.2964,-0.9677,-2.6751,-1.0723,-0.5081,1.4969,0.0059,1.3138,1.4771,1.3322,-0.8022,-0.6511,0.6753,0.0958,-0.806,0.6319,1.3008,0.5455,1.9125,-0.8352,-0.5088,-1.3847,0.8555,1.2915,-0.0175,-0.1339,0.6404
-0.1773,1.1199,0.688,0.4988,2.5857,-1.2662,0.2169,-0.252,0.8371,1.0051,0.3649,0.0385,0.1482,0.3364,-0.5075,0.8149,0.9758,0.7609,-0.1685,-1.0462,0.2869,0.3869,-0.441,0.3858,0.6225,1.3762,-1.3133,0.7349,1.3827,1.2612,1.268,-0.9164,1.0099,-2.7565,-0.5085,1.4276,-1.136,-0.0382,-1.0076,0.7141,-0.0625,-0.4119,-1.849,-0.4618,0.2966,-0.0687,0.7882,-0.5125,-0.8935,0.1717,1.9149,-0.8406,0.6703,0.6378,1.061,-0.3434,0.2153,-0.0104,0.207,0.5794,0.5215,-1.1802,1.7817,0.2178,-0.7923,-0.5004,1.2883,0.5346,1.0135,-1.0161,-1.1273,-0.1964,0.3356,-1.2572,0.1857,1.0582,-1.3841,-0.9142,0.5831,0.7446,-0.8048,-1.0623,0.5379,-1.7605,-0.1186,0.6083,-0.3188,-1.8055,-0.9085,-0.2459,0.0607,-0.3745,-0.086,0.8193,1.6066
-0.3726,-1.763,-0.1524,0.0674,0.3262,-0.559,-1.4334,0.2514,1.0543,0.5833,0.8612,0.1611,1.5726,-1.5597,-0.0835,0.3586,-0.502,-0.1436,-1.056,2.3194,-0.0445,-0.4665,0.8887,1.0078,1.1278,-1.4336,-1.5997,0.0495,-1.124,1.7065,-0.8218,0.0034,2.3313,0.4839,-1.4419,-0.8022,-1.3614,0.7035,-0.1172,-0.8218,0.245,-0.283,-0.5623,0.782,0.4251,0.6058,-0.4959,-0.261,-1.4155,-0.9747,0.9835,0.7759,0.5286,-0.4667,0.1756,-0.1239,-0.5769,0.8,-0.0491,-1.6171,-2.0681,2.2475,-2.3508,0.9597,0.1909,-1.9238,1.8857,-1.2163,0.8789,0.5671,1.3748,-0.0179,0.0074,-0.4557,-0.0326,-0.7099,0.4998,2.3291,-1.3271,0.3341,-0.7406,0.068,-0.4592,-2.2436,-0.5119,1.1423,0.2803,0.2529,1.0302,-0.0928,-0.4506,-0.303,-1.1912,0.597,-1.3316
1.3792,-2.0708,0.2526,-0.5481,-0.9303,-0.0358,-1.1564,-1.4417,-2.2467,-0.9039,-0.2247,-0.8996,0.487,0.1816,0.4997,-0.6789,0.9408,0.5903,1.5923,0.788,0.0094,0.2523,-1.5711,0.9738,-0.6192,-1.4142,-0.4332,1.2145,1.8962,-0.5726,0.3959,-1.4212,-0.5298,2.9823,0.9447,-1.2122,0.8327,-0.7059,-0.6625,0.1209,-0.132,1.0448,-0.4463,-0.1223,-0.3428,-0.2412,-0.9258,-2.1414,-0.2753,-0.5682,-0.7901,0.1691,0.5788,0.8102,-0.8654,1.1943,-0.1857,-1.419,1.1643,1.0298,0.2682,-0.6296,0.8089,1.5429,0.6133,-0.4016,-0.5429,1.1714,0.9464,-0.5888,0.1867,0.3076,-0.6832,-1.0366,-1.6288,-0.7685,-0.9598,-0.9292,0.3974,1.4723,2.0631,0.3846,-0.667,0.7982,-0.1727,-0.9431,-0.1378,-0.5695,0.8856,-1.667,-0.4775,0.4783,0.1245,1.4765,0.4732
-1.4316,0.1385,1.3256,0.4476,0.5931,-0.5274,0.4442,-0.0053,-0.4125,0.9212,-0.7733,-1.6031,-0.5197,0.0162,0.6054,0.814,-0.4509,-0.8262,-0.5025,-0.2555,-0.5791,-0.7075,1.5669,0.7127,-0.6474,0.7753,0.0943,1.4576,0.3993,0.8175,-0.0777,-0.2585,1.4679,0.0614,-1.3265,0.3023,-1.6003,-1.0589,1.3414,0.7848,1.9591,1.6184,1.0932,0.6798,0.6591,-0.5316,-0.5775,1.5622,-1.0099,-1.2804,0.0249,-0.1715,0.9993,0.3089,0.6976,-0.01,-1.1037,-0.4868,1,1.5547,0.2428,-0.2351,-0.6158,0.8613,0.1478,2.0754,0.8664,0.9811,0.8572,-0.8505,0.6068,1.4198,0.9886,-0.2917,0.4938,2.833,0.2174,0.2592,-0.9722,0.0199,-1.0916,-0.4907,0.0705,-1.6067,1.1193,-1.5923,-0.3791,1.8377,-0.3681,-0.4051,-0.1856,-0.4359,0.0423,-0.0785,1.2844
1.019,-0.9227,-0.6668,0.5862,-1.6651,-0.0989,1.2531,-0.1184,-1.3106,0.5071,-0.1025,-1.4552,-0.4406,1.425,-1.0831,-1.6067,-0.9711,-0.239,-0.9458,0.1652,-1.7706,0.655,-0.6093,0.6336,0.0725,0.6803,-0.7497,-0.4127,-0.5732,1.409,0.1691,0.8035,0.6465,-1.6596,-0.012,-0.034,0.4524,0.6611,1.1656,-0.5824,-0.106,-1.3355,1.1043,0.8348,0.2944,-1.5408,-1.1563,0.5453,0.8019,0.1481,-0.7867,1.0446,-1.6953,-0.2985,1.9726,0.9649,-0.0123,-1.8437,-0.5806,1.1481,-0.2316,1.3238,-0.0517,1.1768,0.463,-0.5197,-0.6767,-0.257,-1.3324,-0.3214,1.1593,0.3463,-0.8201,-0.7661,-1.0521,-0.1111,-1.8104,0.9718,-1.897,-0.4529,2.6348,0.3192,-0.8312,0.9203,-0.0303,-0.2073,1.1712,-0.1074,0.1684,-0.4218,0.0924,-0.2859,0.265,0.5126,0.439
-0.5425,-0.3618,0.1665,-0.45,0.6056,-0.1718,-1.7867,-1.867,-0.5824,0.5104,-1.9768,0.3884,-0.3581,0.0932,0.4078,-0.5241,2.2236,-0.2227,-0.4467,0.7357,1.2659,0.0423,0.1033,0.8836,0.0283,1.6609,0.928,-0.5868,0.2462,-0.4516,-0.4285,0.961,0.662,0.504,-0.9977,-0.6628,0.4532,-1.572,-2.1311,1.1517,1.5335,0.2313,0.2818,0.2358,-1.622,1.3503,0.3914,-1.8687,-0.3717,-1.0259,-1.4159,-1.3281,-0.6873,1.0263,-0.0317,-1.0326,-0.0863,-1.4943,-1.3014,-0.2607,1.4701,0.2217,0.6474,-0.6714,-2.0849,0.9603,1.4152,-0.917,-0.7825,0.2827,-0.5705,0.8719,-0.4206,-0.1167,-0.0699,-0.3217,-0.9192,-1.1345,-1.5169,0.3546,0.3443,-0.4263,1.2338,-0.9094,-0.9408,0.1727,0.5298,-0.468,-1.1272,-0.6793,0.5452,-1.2792,0.3239,-0.4168,-0.4675
0.1493,1.3428,0.3489,0.4256,-0.76,0.3878,0.0246,-0.8538,0.8864,-0.07,-0.1724,0.402,-0.2779,0.2488,0.6238,0.7967,-1.1225,0.3099,-0.3665,-0.0344,1.4118,0.1686,-0.4592,0.3808,-1.065,0.4032,0.4349,0.0667,-0.2687,-0.2742,-0.7681,-1.9915,-0.2448,-0.2004,-0.9777,-1.513,-0.2797,0.0344,-1.6569,0.1674,0.2255,-0.3872,-0.6294,0.6009,0.9403,1.2049,-1.5367,-0.2491,-0.0148,0.2671,-0.6799,-0.145,0.9162,1.7149,0.6471,0.4066,1.0231,-0.2027,2.0175,-0.1448,-1.6464,0.6404,-0.6462,-0.3672,-0.3026,1.7543,-1.1297,-0.4568,-0.1173,1.6115,-0.2854,0.3989,-0.4926,2.4277,0.3006,1.3596,-0.4577,0.0834,1.1498,-0.0731,0.0436,-0.2568,-0.8728,-0.5246,0.7411,0.0032,-0.4146,0.8493,-0.0141,-0.8051,-2.4914,-1.6723,-1.0898,-0.7773,-1.4634
0.1726,0.5858,0.3375,-1.8268,-0.6537,0.063,1.6387,0.9447,-0.5965,0.3064,-1.5872,-1.1335,0.1469,-1.1025,-0.3024,-0.5951,-0.2142,2.2862,0.4994,-0.6783,-0.7226,0.6117,-0.4655,0.6431,-0.6793,-3.0196,-1.7536,-1.1209,0.3697,-1.6762,-0.4401,0.2286,-1.7245,-1.6696,-1.1719,2.8611,1.1431,0.6975,-0.416,0.8327,0.7739,1.0739,-1.8719,-1.7025,0.7406,0.04,0.2449,0.3241,1.436,0.3169,0.5003,0.192,-0.0977,0.8203,0.598,-0.7997,-0.446,1.8025,-1.1287,-2.073,0.9928,1.8976,0.6613,2.2636,-0.0738,-0.6052,-0.4657,-0.5499,-0.9511,-0.9858,2.34,1.2425,0.0275,-0.9838,0.5414,-0.6665,-1.5733,0.9486,0.2951,-0.3976,-2.1037,1.6438,-0.6116,-0.0189,-1.158,0.1356,-0.4108,-1.9804,0.2096,-0.4103,0.9702,2.5405,0.296,-1.5687,0.6112
1.1519,-0.0144,0.0126,-0.286,-0.47,0.7656,-1.2946,0.3634,-0.4246,1.3347,-0.1566,-0.9919,0.7574,-3.0181,-0.2228,0.6773,-0.0141,-2.7321,0.8194,-0.2969,-0.9582,-0.564,0.6159,-0.2972,0.7494,-0.3338,1.1337,-1.2544,-1.4091,1.2025,-0.4296,0.9523,0.0375,0.8891,-1.6247,0.7601,0.2405,0.5541,-0.6021,0.1516,-0.1098,0.3111,-0.0291,-0.3115,0.1269,0.5118,-0.6893,0.7954,-1.2548,-0.1437,-0.1679,-1.8196,-0.1788,-0.2558,-0.3758,1.0759,0.7176,-0.2061,0.8446,1.1612,-1.3721,-0.2505,0.2335,-1.0889,-1.4357,-0.0038,2.3659,-0.931,-1.0273,0.697,0.4697,-1.6024,-0.5857,0.7923,0.2192,0.5331,0.9445,-0.716,-0.4253,-0.6903,-1.0772,0.0981,-1.0908,1.351,0.111,0.5044,0.8874,1.4707,-0.6328,1.2945,0.685,-0.0915,1.2267,0.0151,0.1073
-0.7684,1.3858,1.0256,-0.8118,-1.04,0.4106,0.0541,0.4087,0.3159,-0.8659,-0.2033,-0.016,0.3816,-0.3635,3.1645,0.0513,-0.4679,-1.3937,-1.1657,0.9469,1.0088,-1.083,0.7109,-1.9624,1.1489,-0.062,-0.9701,-0.2867,0.4933,0.0534,1.6525,-0.6568,0.7961,0.0765,-0.9502,0.4556,-0.8305,-0.4314,0.2674,-1.3998,-1.366,0.5683,-1.2994,-0.847,0.7369,-0.0638,1.44,0.2137,2.0642,0.223,0.1562,-0.4409,0.1947,-0.2031,1.8136,-1.1934,-0.6698,0.1982,-0.0795,1.928,0.1553,-1.4277,1.0994,-1.5934,-0.2072,-1.6564,0.6961,-0.3999,-0.097,0.6398,-0.5483,-0.1978,-0.2102,-0.9905,0.1664,0.3679,-0.2156,0.5383,0.3875,1.6935,2.7626,0.7681,-1.2063,-1.329,-0.5346,0.1249,-0.62,-1.5383,-0.1383,-0.2785,-0.5446,-1.9642,-0.5244,-0.7312,0.6667
0.2308,1.5694,0.0255,-2.3341,2.4107,-1.1613,-1.1925,0.8904,0.615,-0.2998,-0.5225,-1.0654,0.7754,0.5324,0.7293,0.5191,-1.4841,0.6304,-1.1285,0.9615,0.4259,-0.5002,0.0634,0.7904,1.4329,0.6007,-0.4899,1.8666,1.2109,1.7175,-0.3389,-0.6693,-1.021,-0.5639,1.4429,0.106,-1.0979,1.1662,-0.1111,-0.1089,1.7456,-0.0832,-1.8706,0.0379,0.2895,1.083,-1.5013,-0.2912,0.5134,0.21,0.0092,1.1431,0.717,-0.1831,1.7603,-1.0695,0.5712,1.4659,-0.8023,1.664,1.401,-0.306,0.5754,-0.2371,-0.1174,-1.183,0.7235,0.6347,0.9273,-1.3117,1.321,-0.2407,-0.832,0.1224,-2.0717,0.59,-0.5035,0.8749,-1.4626,0.5918,0.19,1.8604,1.4912,-0.4001,-0.5772,-1.9992,0.5682,-0.0309,0.0764,0.3545,0.6069,-0.3312,-0.6248,0.653,-0.3606
-1.9465,-0.1948,-1.6565,1.0086,0.0978,-1.0167,-1.2845,-0.52,-1.0941,2.537,-0.5723,0.564,0.3668,0.2904,-0.3834,0.4299,0.9202,0.9857,2.1411,0.9909,-0.7888,-0.1125,-0.6903,1.3397,1.4628,2.9204,0.4582,0.7621,-1.6033,1.8045,-1.5358,1.4984,-0.5509,-0.8525,1.0011,-0.9464,-1.265,0.6132,1.2698,0.659,0.0244,-0.2458,-0.0922,1.0528,-0.3432,1.7332,1.9915,0.3089,0.0441,-0.5487,0.1605,-0.0838,0.2579,-0.3432,-0.6985,-0.4426,0.5192,1.7186,-0.8252,0.7488,-2.2391,-1.3718,-1.5605,-0.922,-0.0193,0.2026,1.1113,0.3796,0.0705,-0.4221,-2.1992,0.5502,-0.1933,1.0639,-1.7101,-0.6812,1.0214,-1.6656,-1.4855,1.679,0.1111,-0.7687,0.1698,0.2005,-0.3047,-0.8488,0.0717,-0.8531,-0.7713,-0.0828,0.4397,0.1423,-0.9212,-1.926,-0.004
-0.3054,0.0509,-1.9216,-0.3143,0.5235,0.4167,-1.4046,2.7725,-1.6384,0.0028,-0.66,0.6709,-0.0224,-0.3643,1.0766,0.2346,-0.5217,-1.4671,0.9842,-1.2108,0.1174,0.4921,-0.1818,0.943,-1.559,0.8976,-0.8019,-0.364,-0.5407,0.3792,0.9301,-0.9776,1.238,1.3924,-0.3164,-1.7647,-0.8805,-1.6376,-0.1425,1.4108,-0.3483,-0.0939,-0.9978,0.0939,-0.7723,-0.4137,0.2931,-0.088,0.211,0.6478,0.356,0.5404,-2.1856,-1.7154,-0.2498,-1.2006,-2.0781,0.7689,0.215,-1.303,-0.3792,1.5193,-0.8535,0.7341,-1.22,-1.0455,1.1378,1.1237,-1.9212,-0.1643,-0.1004,-0.435,-0.0428,1.5539,0.3641,-0.9991,1.0824,-0.5611,0.2482,-0.2794,0.8358,-1.1233,-0.5506,1.2749,-2.1392,-0.741,-0.6234,0.5143,-1.1038,0.6739,0.0772,-0.3616,-0.2929,-1.0208,-0.4569
0.7641,-0.4203,-0.4418,-1.1559,-2.1502,2.1577,-0.697,-0.3363,-0.3651,0.832,1.3344,0.9132,-1.424,1.5535,0.4512,0.5617,0.0534,-2.0564,-0.5557,0.7905,-0.788,-1.3913,-0.4742,1.2993,-0.9114,-0.4201,0.419,0.161,-2.9047,1.4066,0.5407,1.8366,2.1321,-1.8726,-0.6059,-0.56,-1.8246,-0.9736,-0.4887,-1.2081,-0.1419,-0.9831,0.2551,0.3358,-0.5,0.1283,0.8916,1.1845,-1.8458,-0.1583,1.98,-0.6751,-0.7405,-0.3894,-0.2356,1.8698,-0.5389,0.4788,0.5906,1.8431,-0.5994,0.098,0.5107,1.2075,-1.5153,-1.1648,0.8062,-0.0975,0.9774,0.0544,-1.0036,-0.2364,0.9103,-0.6953,0.4157,-1.9278,2.7247,-0.592,0.7395,0.504,-1.5204,1.2277,0.1675,-0.784,0.98,-0.3113,0.7327,2.3456,0.2605,0.1147,0.4279,-0.2585,-0.1292,0.368,1.1572
