"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NS25","NS26","NS27","NS28","NS29","NS30","NS31","NS32","NS33","NS34","NS35","NS36","NS37","NS38","NS39","NS40","NS41","NS42","NS43","NS44","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37","NNS38","NNS39","NNS40","NNS41","NNS42","NNS43","NNS44","NNS45"
1.5566,-0.1573,-0.2836,-0.6129,0.8503,-0.4225,-0.6822,-0.1246,2.1191,0.2659,-1.6856,1.8598,0.7703,0.0238,-0.4736,1.2411,-1.5137,-1.1923,-0.0421,0.4138,1.4341,2.0779,-1.1417,1.5931,1.2342,1.4054,0.1618,-0.1712,0.8829,0.181,-1.0545,0.2967,-0.9101,0.3184,-0.7676,0.1318,1.18,-0.8614,0.4575,-0.3522,0.2931,1.2151,0.0319,0.932,-0.7523,1.1449,-0.8042,0.1331,-0.9574,0.0209,-1.2497,0.0669,0.9888,0.912,0.0327,0.2387,-0.0205,0.2126,0.0388,0.2496,-1.0414,-1.3379,-0.0785,0.338,0.5577,0.2359,-1.8077,1.2073,-1.6811,0.0808,-0.5202,-1.0688,-0.202,1.7897,-0.6787,-2.4474,1.1585,-0.6418,-0.0453,0.3587,-0.0429,0.2428,-2.4528,0.2502,1.2002,0.6177,1.4594,-0.8196,0.8253,-0.4049
-1.2909,-1.5755,0.4422,0.5494,0.9171,0.5293,0.4174,-0.5498,1.7661,0.3854,-0.2734,-0.6097,2.2481,-0.7037,0.31,0.2357,-0.9269,-1.733,1.7776,-0.7952,1.2787,-1.8737,-2.0644,0.3437,-0.0142,0.0289,-1.8592,-0.9038,0.282,-1.5313,-0.6486,0.7983,0.4647,0.175,-0.1666,0.6369,-0.8557,0.5311,0.1734,-1.1909,-0.6547,0.2647,-0.7811,-0.8004,0.6824,0.7227,-0.1576,-0.0054,-0.4477,1.6328,-0.0322,-0.4492,-0.8562,-0.0496,-2.5969,-2.0449,-0.4558,-0.4482,-0.2013,-0.4305,-0.559,-0.4006,1.6562,-1.2318,-1.5969,1.3678,0.6535,0.0533,-0.7396,-0.1862,0.2862,-0.1938,0.2048,-0.397,-0.1839,0.5392,-1.8229,0.3759,-0.1797,0.4206,1.1632,-0.2522,0.2783,0.9114,1.6115,-0.6103,-1.1525,1.6756,-0.3355,1.0354
0.424,1.7733,-0.9088,1.9692,0.8613,2.3969,0.7566,-0.186,0.5049,-0.7938,-0.4485,-0.9865,-0.9883,-0.4201,-0.2148,-1.7262,-0.5528,1.3568,1.4487,0.1348,-2.1764,-0.3669,2.3906,-0.0286,1.7888,0.6631,-0.4728,0.4234,1.419,-0.8188,-0.3215,-1.0926,-0.5506,0.1549,0.2271,-0.2037,-0.9466,-1.2015,0.8358,1.5938,0.6993,1.2215,1.0047,-1.4797,-0.7882,-0.0373,-0.32,-1.8709,-1.2231,-1.9131,-0.3794,-1.0285,-0.2969,0.5533,-0.0067,0.5665,0.4748,-0.8111,1.1686,-0.9343,0.1846,0.2276,0.8475,-0.0755,0.4691,-1.1114,0.1915,-1.1397,-0.0945,-1.3068,-0.3493,-0.2517,1.5795,-1.7531,2.9442,-0.5491,0.1131,-0.5237,-0.8901,0.4693,-0.0354,-3.1945,1.3001,-1.2472,0.5178,-1.802,-1.2008,0.1542,-1.8079,0.3844
-0.2574,-0.4174,0.7732,0.001,-0.5343,-1.1382,-0.2276,-0.2628,0.2709,0.7217,-1.1326,-0.3287,0.7931,0.3512,1.737,0.4828,-0.3992,0.0828,-0.7388,-0.1045,0.0711,-1.1688,-0.1414,0.2974,0.0113,-1.3324,-0.0121,-0.1355,-0.8216,-2.3869,-0.6163,1.1298,-0.0603,1.0226,0.2162,-1.577,-1.2187,0.8524,0.3569,2.2103,-0.1181,0.9758,-0.3486,0.5202,1.1155,2.2061,1.8762,-2.1387,0.1086,0.3419,0.0664,0.9079,-1.5596,-0.7215,-0.3726,0.989,-0.9087,-0.9561,1.5338,-0.2005,-2.2704,-0.7118,1.2418,-0.6675,-1.0646,0.1298,0.4095,0.327,-0.1613,0.4432,0.541,-0.8185,-0.2074,0.981,0.6823,0.7563,0.6708,1.8149,-0.4713,0.2155,-0.9804,-0.1314,-0.0331,1.8233,1.627,1.0087,-0.0911,0.0331,0.8955,-0.6644
-0.6608,-1.7602,0.74,0.5372,-0.4641,-2.4996,-1.5387,0.6052,1.0419,0.6359,0.1089,-0.3982,-0.044,0.9119,-0.8047,0.3486,0.7027,-0.9575,-0.3761,0.7094,-0.679,0.1689,-0.1038,0.8497,-0.8865,-0.0143,0.6287,-1.4594,-0.7057,1.4527,0.6302,-0.5469,0.3537,-1.1776,-0.9969,1.553,-2.489,-1.2051,-1.174,-0.4076,1.0727,1.1747,-1.6431,-0.4204,-0.2374,-0.3484,-0.6422,-1.7222,0.333,-1.4623,-0.0512,0.196,-1.3065,-0.7699,0.2917,0.1133,-0.8569,0.3544,-1.2133,0.6852,0.4466,0.3948,0.7054,0.5401,1.2017,0.1586,0.2267,-0.1069,-1.4288,-0.4421,1.3622,2.3521,-1.7513,-0.2397,2.4605,1.3192,0.5695,-1.0291,3.3988,-1.29,0.3453,1.0711,-0.6882,1.1455,0.0494,-1.0401,-0.4107,1.2982,0.3142,1.4279
0.7406,-0.5491,-0.2626,-0.4475,-1.39,0.5989,-0.2369,1.0066,-0.2432,0.2466,-0.4602,-0.0502,0.2108,0.4013,-0.9351,-0.0942,-0.133,-1.9616,-1.1127,0.4667,0.98,0.211,-0.5401,0.4363,0.9842,-0.2111,0.4689,-2.2272,-0.6403,-0.6002,-0.581,0.294,-1.108,-0.3058,1.4937,-0.3406,-0.7308,-0.8385,0.713,-0.7501,-1.205,1.6559,-0.4222,-0.8586,-0.717,0.8932,-0.8808,1.0005,-0.8484,0.2068,-0.1606,1.1208,-1.4523,-0.2663,-0.2129,0.4693,1.1712,1.186,-0.9557,1.6406,-0.2631,-1.1806,1.7193,-0.1452,-0.3374,0.7074,-0.4369,-0.774,-0.7189,1.3371,0.021,-1.8329,-0.1205,0.9042,-0.3611,-1.1415,0.7347,-1.049,-1.1523,0.2351,1.0044,1.5209,0.4996,-0.0352,-0.9686,0.7951,0.8589,0.8354,-0.4061,-0.4693
0.2607,1.5122,0.4226,-1.6714,0.8401,0.4619,-0.5289,0.0091,0.4014,-1.3083,-2.2409,-0.7975,0.6827,-0.3753,-1.4947,-0.4012,-0.7591,-1.6394,2.1524,1.0363,0.5017,-0.6436,0.7552,0.6836,-0.9115,-0.8731,1.3507,-0.0112,1.0811,-0.3911,1.6369,-1.5408,-2.0063,-0.917,-0.3258,-0.4827,1.2958,-0.2862,-1.8748,-1.3284,1.1983,2.5471,0.2994,0.3187,0.7301,0.472,-0.4735,-0.0469,0.2325,1.9587,-0.4551,-0.3199,0.9403,0.8909,1.0224,-0.3507,1.3401,-0.896,-0.6603,-0.9156,-1.3382,-1.3349,-1.2537,-0.0781,-1.5363,-0.8108,-1.0453,0.1635,1.6005,0.7013,2.2797,-0.7128,-0.1297,-0.7284,0.5134,1.0667,-0.6644,-0.5104,-1.0878,-0.167,-0.1058,-0.2309,-0.0108,0.846,-0.5929,0.356,-0.3425,0.8432,-0.0055,0.0157
-0.3824,-2.9791,-0.3466,-1.0542,-1.4515,0.0559,-1.3387,-1.5519,0.7883,-1.1332,-1.0701,1.3584,0.5301,-0.937,-1.0016,0.027,-1.5184,0.3953,-0.8974,0.3153,-0.2058,0.7506,1.3089,0.4572,0.2947,0.8915,0.2037,0.8955,-0.6423,-0.903,-2.0314,0.0945,0.808,-0.7668,1.0961,0.2096,1.2274,0.5568,0.3803,-0.6403,1.437,0.1567,-0.9894,1.2898,1.2695,0.8343,0.5785,-0.289,0.8307,-0.7648,0.9946,1.5858,0.4953,-0.8335,-1.6791,0.3858,0.0567,0.9928,0.5024,0.6096,-0.5337,0.9956,-0.2812,1.0206,-1.126,-0.108,0.2152,-1.1959,3.0331,-0.2852,0.7779,-0.4298,-0.9586,0.0045,0.2954,1.303,1.0368,-0.2404,0.3935,1.6758,0.4937,0.2213,0.028,0.7585,-0.202,0.256,1.2865,-0.1754,-0.1141,0.5204
0.5186,-1.3813,0.7443,0.2024,-0.5481,0.1995,-2.3953,1.2412,0.9654,1.4162,0.2879,0.0492,0.0552,-0.8659,0.2993,-0.4234,-0.4846,-0.7848,0.5301,0.9926,-0.5746,-0.8747,1.6629,-0.2665,-0.2857,1.1956,2.0827,-2.3744,-0.9367,-1.0056,-1.0745,0.2156,-1.2561,0.0404,0.0889,-0.8229,1.6145,-1.1974,0.4663,-1.7172,1.4569,-0.27,0.5086,0.2261,-1.1536,0.3384,0.8175,0.1932,1.8242,-0.4891,-0.0928,0.4649,0.1616,-0.1976,-0.9732,-0.0773,1.0134,-1.0925,1.6467,-0.6675,-0.314,0.8937,1.5824,-0.1424,-0.1704,-1.414,-0.7588,-1.3227,2.1465,-0.3261,-0.5166,-1.0764,1.331,-0.3279,0.5012,-0.0339,-0.1975,-0.8562,-1.9361,-0.4363,-0.0526,0.2993,0.6511,-0.6264,0.73,-0.6554,-0.3127,0.0394,-0.345,-0.5624
-0.1568,0.169,-0.619,0.144,-1.5856,-0.7174,2.4047,0.4644,-0.8086,1.1445,0.4383,-1.5059,0.4251,0.4744,-0.0937,-1.3651,0.6008,0.3141,-1.9694,-1.778,-0.4986,-0.1063,-0.185,1.2943,-1.1079,-0.7447,1.7035,0.4525,2.4649,1.3393,1.639,0.6634,-0.8342,-0.949,-1.0892,-0.4883,-0.6745,0.3656,0.8078,0.4788,-0.2053,0.0876,0.4009,-2.4326,0.5569,-0.0726,-1.2394,-0.5698,-0.3708,-1.988,-0.0997,0.0697,-0.2493,-1.0565,-0.1225,-1.4563,1.1784,0.4085,-1.7418,-1.4313,-1.2071,0.5263,0.0365,-1.0326,-0.0611,1.7172,-1.7608,0.3515,-0.7393,2.3307,0.3844,-1.0737,-0.6897,1.8585,0.0495,0.7595,0.1056,-0.6904,-0.0089,1.4437,-0.2186,1.8869,-0.3538,-1.4817,0.892,-0.6331,0.271,1.9391,0.3305,0.5471
