"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NS25","NS26","NS27","NS28","NS29","NS30","NS31","NS32","NS33","NS34","NS35","NS36","NS37","NS38","NS39","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37","NNS38","NNS39","NNS40"
3.0019,-2.5038,1.3179,-0.5519,0.5453,1.0434,1.3226,0.4526,-0.1243,-0.0817,0.9192,2.0054,-0.6193,-0.5794,0.1596,-0.3277,-0.8146,1.7963,-1.4473,0.1651,0.5339,2.0962,0.1346,-0.1651,1.7047,-0.6335,0.6658,-0.6399,-0.6744,-0.531,-0.3056,-1.4891,0.2418,0.472,1.9815,-1.5219,-0.7448,-0.0661,0.4545,0.7145,-0.8465,-0.5523,0.3838,-0.5154,-1.0542,-0.6606,-0.6282,1.3547,1.987,-0.3925,0.473,0.6745,0.7524,0.995,1.5988,0.3758,0.727,-0.0791,0.2423,0.3986,-0.471,0.3416,0.2672,-1.7243,3.3634,-0.1301,-0.7698,0.4272,-0.3307,0.4226,1.6966,0.6571,-0.414,1.3655,-1.3487,-1.2384,-0.3226,-0.2188,1.2047,-1.0721
-0.2133,0.9668,0.2278,-1.0076,0.1125,-0.3896,0.0909,-0.1683,-0.3837,-1.8952,-0.419,-0.9409,-1.5269,-0.861,-0.2447,1.5313,0.3396,0.5013,-1.1231,0.6726,-1.0274,-1.0438,0.0831,-0.675,1.2452,-0.1592,-0.823,-0.9631,0.1438,-0.8947,-0.8052,1.0146,1.6039,-0.4548,0.0816,0.0426,-1.4218,-0.5205,2.3146,-0.9688,0.8998,-0.8196,-0.3299,-0.9441,0.4215,-0.9431,0.0205,-1.5201,-1.4712,0.0377,1.0626,-0.5655,1.1874,0.0201,-0.8176,0.997,1.7074,0.1414,-0.3971,-0.1012,-0.799,0.7257,-0.0255,-0.5862,-0.7527,-1.2994,0.4711,-1.3365,0.5329,0.5917,1.575,0.5425,-0.2861,0.3153,-0.2466,-0.2301,0.4617,3.1155,-1.5152,1.3003
0.3115,0.3017,-1.193,-0.3492,1.042,-0.139,-1.9144,0.8473,-0.0225,-0.1207,-0.4912,-0.8756,1.0977,0.9727,-0.5203,1.156,-0.0766,0.6321,-1.3147,0.7729,0.5642,-0.3142,-1.0011,0.017,-0.4241,-1.1989,-0.4673,-0.5712,-1.3041,-0.9651,1.8481,1.8229,1.6243,0.1324,-1.1072,0.3015,0.1368,0.4556,0.737,-0.803,-0.0726,1.701,1.8309,-1.9877,-0.4283,0.085,-0.4051,-0.2696,-1.0503,0.0726,0.0251,-1.1064,0.5076,-0.882,-0.5158,1.2993,-1.7561,-0.3397,0.7816,2.2522,-2.2553,-0.2788,-0.3831,0.5879,-1.5689,0.9304,-0.0493,1.2923,-0.5104,0.3069,1.0211,0.9287,-1.1668,0.0796,-0.2087,1.0891,0.3242,0.1334,-0.1256,0.093
0.8976,-0.1696,1.0895,-0.6536,0.0602,0.0504,0.3365,-1.5871,-0.8769,0.1754,-2.0221,-1.4759,0.7403,0.6191,0.9069,1.4668,-0.1407,1.3131,-0.1119,0.5603,0.5371,0.7779,0.2552,-1.2448,0.4454,-1.3679,1.4102,0.3428,0.7442,0.6016,-0.671,-0.3101,0.8727,-0.7352,1.0072,-0.0222,-1.391,0.2956,0.0093,-0.3354,-0.1828,-0.3975,0.7766,-1.4441,0.4239,1.7029,0.4874,1.0861,-0.1709,-1.4604,0.759,1.6372,0.4156,0.3259,0.38,-1.9769,-0.4885,0.4231,0.2622,0.2158,-1.7206,-1.2175,1.236,-0.0026,1.2128,0.4014,0.4777,0.1999,0.7871,-1.6159,0.7982,0.0699,0.1732,0.5163,0.8195,0.7402,0.9859,1.2015,-0.7276,-0.0598
-0.9378,0.0803,-1.5712,-0.9556,-0.9174,-1.2467,-2.2534,-0.2672,0.1988,0.9295,-0.5908,-0.2403,-0.2536,1.3854,-0.737,1.2414,-0.4893,-0.0429,0.1644,0.6919,0.0409,1.2985,-0.2125,-0.6861,-1.6171,-0.5628,-0.8017,-1.9039,0.3474,0.3284,1.6081,-0.256,1.669,-1.801,-1.8861,-1.9974,-1.0774,-2.0435,-0.0563,0.6946,0.3065,0.2744,2.0234,0.7179,0.4995,0.1742,0.8824,1.2931,0.0607,-0.2721,0.2326,-0.9521,0.7027,-0.9249,0.9982,-0.0805,-0.8342,0.5428,-0.9959,0.2474,-2.0618,0.3537,0.0514,0.036,-0.4141,-0.7389,0.7417,0.319,0.9101,0.8785,0.39,-0.8591,0.4498,-0.3675,1.8321,0.19,1.4463,1.3299,-0.241,0.1526
-1.2878,2.5889,0.8198,-0.1574,1.1018,0.4754,0.5865,0.4458,1.0721,1.24,0.7587,0.2987,1.119,-1.4873,-0.1641,0.1869,0.2251,-0.7225,-0.2003,-0.9249,0.7626,0.1757,1.0017,0.0297,-1.293,-0.5886,0.5738,-0.6785,0.4545,-0.95,-0.4775,0.9287,-0.0793,1.1313,1.219,-0.3887,0.3233,-1.4527,0.1059,1.3173,0.1783,0.6262,-0.2474,0.0117,0.1011,-1.1229,0.3753,-0.1028,0.1754,-2.0098,0.4671,0.7091,0.8399,-1.1807,2.1087,0.1392,1.4104,2.4109,0.403,-1.5216,-0.6262,1.4995,-0.065,1.5547,-0.5698,0.2641,-0.5812,0.5103,-0.8392,1.2079,0.185,1.9004,1.372,0.0999,-0.1735,-0.162,0.3468,-0.1824,1.1401,-0.3337
0.2624,-0.5012,-1.7644,-0.2882,0.9174,-0.3257,1.2339,0.187,0.0041,-1.6942,-0.099,0.3922,0.4122,0.6392,-0.5509,-2.4102,1.0174,0.4475,1.2234,-0.1866,2.3554,-1.5617,0.519,-1.3285,0.757,-0.0556,-0.9414,0.1981,1.0799,1.38,0.0778,-0.1289,-1.2881,0.6625,1.722,-0.0099,0.3191,-0.4502,1.375,-0.0124,-0.422,-0.8519,0.3841,0.3184,0.0157,-0.1596,1.8859,0.1682,-2.6629,-0.2172,-0.1235,0.7737,1.1691,0.2234,-0.9019,-0.9172,-0.545,0.3316,0.0446,-0.6945,-0.1828,-0.105,-0.3652,-0.4761,-0.6537,0.9912,0.3799,-0.2888,0.2043,0.4622,0.5317,-0.7213,0.8204,0.9912,-1.8088,0.684,0.3193,-0.2911,1.3472,0.7499
0.4906,-1.8492,-0.1973,0.2359,-1.2029,2.0242,-0.0724,-0.336,0.0357,1.6052,0.7579,0.2479,0.6878,0.3747,-0.5173,0.3357,0.8156,0.5889,1.6469,0.0179,0.9679,-0.4058,-0.3771,1.1086,0.1322,-0.3452,0.9695,-0.8602,0.3213,-2.719,-0.1694,-1.5944,-0.1542,-0.2997,-2.5731,-0.2246,0.0686,1.7844,1.7918,0.4883,1.3073,-0.8689,0.1,-0.5144,-0.4803,-0.441,-0.2762,0.3874,-0.9163,-0.8504,1.0214,1.1514,0.814,0.3824,0.2708,0.4029,-0.2445,0.6652,-0.2293,0.6341,-1.1628,0.8848,-0.4487,-0.9878,-0.1757,1.6551,-1.8027,-1.519,-0.1027,1.2943,-0.3698,-0.0964,0.2759,-0.0267,-1.0716,0.0538,0.4077,0.6478,0.9391,-0.0818
-1.2938,-1.3685,-1.4592,0.4104,0.3027,-0.3112,0.4232,-0.7584,-0.8124,-0.4752,1.0028,-2.7984,0.8646,0.3702,-0.0607,-1.0801,0.0045,0.3625,0.2492,0.2976,2.2897,-0.8197,0.2433,0.8331,-0.9686,0.1823,0.5388,0.6225,-0.4424,-0.4146,-0.5556,-1.1145,-1.4571,-1.0826,-0.4761,0.0946,0.838,-0.8822,1.548,-1.2377,-1.8428,1.425,-1.3284,0.3071,1.2045,-0.0101,-0.4772,-1.8309,-1.3924,0.6038,-0.2136,2.2623,0.18,-0.4953,-0.9124,-0.9166,-0.3978,-0.8139,-0.7656,0.0031,-1.0212,-0.4496,-0.3651,0.7352,-0.1176,0.8607,-0.5124,0.9857,0.7561,-0.4341,-0.039,0.4708,1.5156,0.6532,0.087,-0.184,-1.1187,-1.8191,0.5854,0.477
-0.0097,0.0022,0.0977,1.7704,-0.3964,1.519,1.677,-2.0972,-0.0515,1.1185,0.9212,0.1689,-0.4763,0.6318,0.1797,-0.0437,1.2444,0.0759,0.3651,0.3414,1.6203,-0.2848,-0.2125,-1.5255,0.4387,1.4522,-1.747,-0.1072,1.1194,0.1635,-0.8655,1.1871,0.2428,-1.4674,-0.0637,2.0002,-0.208,-0.0786,0.0166,-0.7654,-0.3134,-0.1244,-0.5153,1.0358,-2.2294,0.1128,-1.1633,-0.718,1.6447,-0.5723,1.0809,0.4729,-3.0121,0.4416,1.7508,-0.9256,-1.1124,1.2248,2.0068,0.3563,-0.5762,-0.9122,1.1566,-0.6405,0.6907,-0.8694,0.0208,-0.6996,0.0086,0.2485,-1.6746,-0.0366,0.6084,0.3332,0.6559,1.6352,-2.1047,-0.0198,-0.1755,-0.0665
1.2865,0.0691,-0.2909,1.9164,2.5627,0.7564,-0.8171,0.2621,-0.6893,-0.7119,2.078,-1.0527,0.7682,-1.5106,0.3787,1.0521,-0.4921,-0.6182,2.5661,0.022,-0.5019,0.1905,-0.4847,0.0654,0.3312,1.7642,-1.6424,-1.0539,-0.1484,-2.2464,-0.8021,1.5353,-0.1901,-0.4317,0.0186,-2.2161,0.247,0.8538,-1.8151,-1.4467,2.3892,-0.6324,2.4525,-0.6416,-1.0154,-0.4797,0.9732,1.2134,-0.1203,0.8989,0.4714,0.2648,-1.1111,-0.4777,1.0866,0.8337,1.1701,0.2104,-1.2159,0.5506,1.159,-0.024,0.0119,1.046,-0.0904,0.5824,0.1978,-0.792,2.0926,0.0154,-0.6544,-0.5551,0.7358,-0.2163,0.2294,1.2207,0.4872,0.0015,0.8522,0.9052
-0.1174,-0.9547,-1.4545,0.8163,-1.246,-0.0252,0.2622,-0.8255,0.3188,0.6183,0.8262,-1.6625,0.1594,0.5734,-0.6676,0.1697,0.8983,-0.7491,-0.2609,-0.2754,0.1429,-0.3771,-2.7538,-0.171,-0.0216,-0.8813,0.7766,0.7353,-1.2811,1.3032,-0.8054,-0.2929,0.0185,0.482,0.506,-1.0932,-0.8673,2.7409,-1.5479,-1.1528,1.2024,-0.1318,0.8829,-0.2553,-2.1077,1.1525,-0.3505,1.6587,0.4052,-0.0471,-1.0819,-0.282,-0.4028,0.9996,-0.9312,-0.6736,-0.4197,1.5463,-0.1373,-1.0642,-1.1607,-0.1891,0.488,-0.6938,0.878,0.6444,0.8335,0.1759,-0.1558,0.5497,1.4158,1.9185,0.8118,2.0939,-0.3772,0.6515,0.6393,0.5095,0.6635,1.7466
-0.1428,0.5747,0.5535,1.1531,-3.3469,-0.8777,1.3706,-1.0882,1.1576,-0.2312,-0.5212,0.7766,-0.5461,-0.1875,-1.4352,0.3001,0.6147,-1.4064,-1.2537,-1.1003,-0.8232,2.7042,1.3792,-2.4241,0.4433,-0.7401,-0.9616,0.2032,0.2788,-0.5423,0.2857,0.7891,-0.9652,0.6722,0.075,0.9046,-1.2029,2.2709,-1.0076,-1.4663,0.4055,0.4594,-0.8331,-0.4868,-0.0677,-0.0195,0.6171,-0.1116,0.6646,-2.5531,0.6392,0.9025,1.9144,0.0616,2.3189,0.9854,1.0772,0.5349,-0.6864,1.2035,-0.5756,-0.9998,0.336,1.321,2.6073,0.8818,0.7335,-0.4072,0.3729,0.595,0.7369,-1.6216,-1.1586,0.5051,-0.8396,-0.5049,0.0542,0.9946,1.5037,-0.3938
-1.2089,-0.5546,1.9073,-0.8183,0.1851,1.5006,0.6161,1.8137,-0.2937,0.3231,-0.661,0.9016,1.2282,0.1603,1.8201,1.1093,-0.4004,-0.9147,-0.2324,-0.9425,0.2464,0.1484,-0.2691,0.2563,-0.8202,-0.0535,0.9676,0.137,-0.734,1.1372,-0.3584,-1.5625,0.213,-0.0485,-0.3309,0.2957,0.1456,1.5258,-0.2665,1.0026,-0.9585,0.0633,0.4639,-0.7764,-0.7204,-0.1822,-0.4798,0.3962,-0.4637,0.5741,-0.1248,-1.1857,-0.0254,-1.2528,0.0388,-0.2951,-0.4867,-0.4289,0.5108,0.9798,0.1742,1.2486,3.5689,-0.6645,1.392,-1.1133,-0.8132,-1.6989,0.0627,0.3909,1.4098,-1.1201,-0.5251,3.174,-0.7272,-1.6875,0.2759,1.3583,0.3598,-0.125
1.3448,-0.0555,-1.7086,-1.928,0.337,-0.8874,0.1869,-0.8256,-0.5284,-0.5865,1.5865,0.4542,2.2413,-0.3761,0.645,-0.7198,0.0097,-0.4225,1.0548,-0.6526,-0.1672,-0.8184,1.4234,-1.0477,-0.5365,1.5539,-2.1507,1.3335,0.794,-0.4884,-0.2207,-0.2931,0.6713,-0.5118,-0.05,-0.4517,-1.0539,0.1639,-0.8262,-0.4683,0.839,0.4916,-0.0318,1.7957,2.4133,1.5906,0.8422,1.1579,0.0482,-0.083,-0.7428,0.5562,1.6899,1.8562,-1.306,-0.8494,0.383,0.4778,0.4073,0.2517,1.4235,0.9536,0.1787,-0.0952,-0.7764,0.5626,1.1046,-2.8015,1.5591,1.2133,-0.1069,1.4386,-1.4227,-0.2614,0.4009,-1.3904,-1.947,0.3494,1.3583,0.0731
-1.0692,0.644,-0.6319,1.3271,0.2669,1.2533,-0.8537,-0.2775,-0.2181,-0.2669,-0.0114,0.1872,1.4966,0.7235,0.9773,1.8796,0.6291,0.7987,-0.3075,0.7841,0.4374,-0.0721,1.7249,-1.8687,-0.6686,0.6228,2.5676,-1.438,1.6829,-1.552,-0.0136,-0.3801,-0.1949,1.4863,0.576,-1.219,0.7123,-1.0047,-1.2619,0.3676,-1.0533,-0.7675,-1.9326,-0.2773,0.329,1.0242,0.2778,1.5389,-0.2074,-0.1462,0.6398,0.1554,-0.1468,-1.6343,1.1739,-0.2965,-0.6935,0.6294,-0.2455,-0.3191,-0.431,0.1142,-1.0876,-0.1188,-0.5582,0.4696,0.2488,-2.6532,-2.5809,0.7023,2.6403,-1.2561,-0.0591,0.3937,1.514,1.8467,-1.2869,-1.3724,-0.8773,-0.4364
-0.7311,0.2302,-0.796,-0.7478,-1.2074,0.0185,-1.2445,-0.7866,1.1614,1.1693,1.0971,-0.7066,-0.995,0.9604,-0.9265,-0.4178,1.1332,0.7602,2.354,0.3419,-0.267,-0.7467,-1.2697,-0.2401,-0.33,-0.0163,-0.1695,-2.9692,-0.9471,0.6768,-0.0543,0.2343,-0.0257,-0.1676,-0.5161,0.0855,-1.8419,-0.2042,-0.2017,0.4311,1.0124,0.0916,-2.14,1.2912,-0.828,-0.1836,0.4179,0.2017,1.6456,0.2484,1.1711,-0.4436,0.3891,-0.5066,-0.9301,-0.2903,-1.5593,-0.8965,-0.217,0.5569,1.0658,-0.162,0.0789,1.2734,-1.2751,-0.277,-0.8607,0.8359,0.1393,0.1065,0.4442,1.2305,-0.1624,-0.2728,2.0927,-0.1466,-0.0125,0.4133,-1.7076,-1.6197
